0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,2658
71,2633
72,1905
73,1248
74,1111
75,1073
76,1054
77,1167
78,1143
79,1105
80,1198
81,1093
82,1183
83,1107
84,1174
85,1226
86,1209
87,1294
88,1252
89,1332
90,1384
91,1268
92,1380
93,1330
94,1415
95,1381
96,1430
97,1408
98,1506
99,1422
100,1520
101,1514
102,1429
103,1598
104,1502
105,1591
106,1591
107,1572
108,1665
109,1624
110,1648
111,1689
112,1727
113,1736
114,1710
115,1693
116,1613
117,1809
118,1764
119,1720
120,1708
121,1783
122,1736
123,1784
124,1800
125,1782
126,1803
127,1820
128,1793
129,1765
130,1723
131,1850
132,1750
133,1799
134,1843
135,1929
136,1799
137,1758
138,1831
139,1812
140,1849
141,1862
142,1847
143,1888
144,1813
145,1897
146,1858
147,1812
148,1861
149,1873
150,1841
151,1845
152,1868
153,1987
154,1898
155,1906
156,1865
157,1899
158,1899
159,1959
160,1928
161,1946
162,2045
163,1970
164,1942
165,2067
166,2036
167,2070
168,2049
169,2099
170,2007
171,1942
172,2185
173,2101
174,2162
175,2265
176,2143
177,2219
178,2075
179,2203
180,2201
181,2245
182,2238
183,2192
184,2235
185,2197
186,2251
187,2226
188,2301
189,2212
190,2261
191,2253
192,2225
193,2295
194,2260
195,2311
196,2287
197,2299
198,2319
199,2277
200,2280
201,2371
202,2242
203,2351
204,2399
205,2335
206,2422
207,2287
208,2420
209,2440
210,2388
211,2434
212,2357
213,2378
214,2465
215,2376
216,2520
217,2506
218,2494
219,2595
220,2568
221,2569
222,2590
223,2738
224,2753
225,2676
226,2744
227,2665
228,2700
229,2727
230,2769
231,2785
232,2794
233,2809
234,2972
235,2899
236,3003
237,2969
238,2947
239,2983
240,3003
241,2972
242,3075
243,2993
244,2986
245,3043
246,3113
247,3020
248,3144
249,2983
250,3031
251,3063
252,3015
253,3174
254,3040
255,135287
