0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,3661
71,1528
72,1016
73,1278
74,1183
75,1005
76,995
77,1023
78,968
79,942
80,1001
81,1016
82,1023
83,1065
84,1063
85,1059
86,1127
87,1066
88,1211
89,1192
90,1228
91,1236
92,1308
93,1277
94,1345
95,1375
96,1358
97,1396
98,1399
99,1435
100,1430
101,1481
102,1438
103,1528
104,1472
105,1531
106,1624
107,1580
108,1663
109,1663
110,1628
111,1608
112,1671
113,1663
114,1673
115,1649
116,1677
117,1680
118,1684
119,1710
120,1738
121,1746
122,1763
123,1808
124,1705
125,1748
126,1893
127,1705
128,1727
129,1753
130,1791
131,1700
132,1733
133,1790
134,1777
135,1731
136,1714
137,1753
138,1734
139,1745
140,1755
141,1816
142,1728
143,1689
144,1762
145,1769
146,1850
147,1780
148,1793
149,1748
150,1858
151,1802
152,1842
153,1783
154,1799
155,1859
156,1850
157,1786
158,1822
159,1781
160,1807
161,1864
162,1797
163,1781
164,1813
165,1832
166,1843
167,1766
168,1883
169,1868
170,1746
171,1719
172,1812
173,1804
174,1818
175,1713
176,1740
177,1745
178,1729
179,1711
180,1727
181,1600
182,1684
183,1669
184,1670
185,1683
186,1706
187,1744
188,1660
189,1683
190,1672
191,1678
192,1631
193,1653
194,1711
195,1702
196,1759
197,1661
198,1546
199,1697
200,1666
201,1639
202,1580
203,1618
204,1698
205,1685
206,1645
207,1638
208,1584
209,1732
210,1690
211,1639
212,1651
213,1674
214,1614
215,1623
216,1633
217,1620
218,1691
219,1775
220,1695
221,1662
222,1662
223,1575
224,1637
225,1649
226,1670
227,1696
228,1725
229,1781
230,1731
231,1701
232,1769
233,1677
234,1752
235,1723
236,1817
237,1802
238,1766
239,1758
240,1859
241,1762
242,1857
243,1838
244,1867
245,1860
246,1918
247,1829
248,1913
249,1865
250,1934
251,1908
252,1934
253,1925
254,1894
255,212809
